isbn,num_ratings,avg_rating,title,author,primary_genre,coverImg,book_avg_rating
0385496095,26,7.77,traveling mercies: some thoughts on faith,anne lamott (goodreads author),Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403182174l/10890.jpg,4.15
034538184X,26,7.42,degree of guilt,richard north patterson,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388978077l/481372.jpg,4.01
0515137111,26,7.88,birthright,nora roberts (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309282307l/114203.jpg,4.03
0679721037,26,8.69,hiroshima,john hersey,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499717742l/27323.jpg,3.98
0553280589,25,8.16,eva luna,isabel allende (goodreads author),Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478631242l/149196.jpg,3.97
0425172996,25,7.84,vector,robin cook (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392095151l/377347.jpg,3.84
0374480095,25,8.36,tuck everlasting,natalie babbitt,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445184695l/84981.jpg,3.87
0836218620,25,9.24,weirdos from another planet!,bill watterson,Graphic Novels,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348896503l/77730.jpg,4.71
0446364495,25,7.48,the bridges of madison county,robert james waller,Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344267141l/83674.jpg,3.62
042510687X,25,7.16,outbreak,robin cook (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344166275l/259538.jpg,3.98
0425184943,25,7.28,blue diary,alice hoffman (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309212396l/165766.jpg,3.56
0920668372,25,9.28,love you forever,robert munsch,Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348832754l/310259.jpg,4.36
0440217490,24,7.75,a dangerous fortune,ken follett (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387637715l/825508.jpg,4.07
0836220889,24,9.58,calvin and hobbes,bill watterson,Graphic Novels,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441227694l/77727.jpg,4.6
0743407083,24,7.71,grand avenue,joy fielding,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437535284l/80697.jpg,3.8
055337933X,24,8.29,fierce invalids home from hot climates,tom robbins,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327866336l/8680.jpg,4.03
0553213172,24,8.83,anne of the island,l.m. montgomery,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435829564l/77392.jpg,4.23
1400033543,23,7.87,you shall know our velocity!,dave eggers,Humor,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925932l/4954.jpg,3.63
0446604089,23,7.35,the best laid plans,sidney sheldon,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353374848l/99610.jpg,3.7
0515103292,23,8.04,when rabbit howls,truddi chase,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347947183l/760941.jpg,4.04
055356773X,23,7.57,the cereal murders,diane mott davidson (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403179335l/442347.jpg,3.87
0553576089,23,8.09,in the presence of the enemy,elizabeth george (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389270805l/77097.jpg,4.1
0553278029,23,7.83,a great deliverance,elizabeth george (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422723527l/31374.jpg,4.05
0380820889,23,7.87,blindsighted,karin slaughter (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390283925l/21718.jpg,4.09
0836204387,23,9.26,the calvin and hobbes tenth anniversary book,bill watterson,Graphic Novels,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429324469l/24813.jpg,4.63
0679774025,23,8.39,all over but the shoutin',rick bragg,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327905477l/470495.jpg,4.11
014023828X,23,7.52,the tortilla curtain,t. coraghessan boyle (goodreads author),Classics,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388208754l/24731.jpg,3.66
0380820854,22,7.5,"to sir phillip, with love",julia quinn (goodreads author),Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1274211519l/110386.jpg,3.89
0345409469,22,7.86,the demon-haunted world: science as a candle in the dark,carl sagan,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553691804l/17349.jpg,4.27
0671027646,22,8.05,the christmas box collection: the christmas box / timepiece / the letter,richard paul evans,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348717625l/161363.jpg,4.24
0553213180,22,8.64,anne's house of dreams,l.m. montgomery,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442471048l/77394.jpg,4.14
0446607207,22,7.18,tell me your dreams,sidney sheldon,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390331844l/43326.jpg,3.96
0345386132,22,7.55,eyes of a child,richard north patterson,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388684602l/787903.jpg,3.98
0446350982,22,7.95,presumed innocent,scott turow (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551739783l/425029.jpg,4.1
0440236991,22,7.64,leap of faith,danielle steel,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320488190l/780368.jpg,3.72
0452281032,22,8.41,the mammy,brendan o'carroll,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347463966l/984859.jpg,4.08
0394758285,22,8.45,the big sleep,raymond chandler,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371584712l/2052.jpg,3.99
0452281725,22,7.5,the quilter's apprentice,jennifer chiaverini (goodreads author),Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442679771l/148874.jpg,3.93
037570485X,22,7.73,the inn at lake devine,elinor lipman (goodreads author),Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320524631l/109999.jpg,3.77
067169071X,22,7.59,everything she ever wanted,ann rule,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412143011l/225383.jpg,4.01
0060987049,22,7.77,microserfs,douglas coupland (goodreads author),Humor,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546099595l/2748.jpg,3.88
0140280464,21,8.05,my year of meats,ruth ozeki (goodreads author),Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388513889l/12349.jpg,3.97
0786866020,21,7.9,fish!: a remarkable way to boost morale and improve results,stephen c. lundin,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393219562l/206309.jpg,3.94
0425150984,21,8.29,glory in death,j.d. robb (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526477295l/268601.jpg,4.26
0679776818,21,7.48,birdsong: a novel of love and war,sebastian faulks,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349952101l/6259.jpg,4.09
0451454243,21,8.0,the forest house,marion zimmer bradley,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319444215l/18892.jpg,3.87
0865471185,21,8.81,west with the night,beryl markham,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368204688l/1624.jpg,4.17
0679735666,21,8.38,a natural history of the senses,diane ackerman (goodreads author),Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367463778l/76611.jpg,4.16
0451196716,21,7.86,the long walk,richard bachman (pseudonym),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309212400l/9014.jpg,4.08
042511984X,21,7.1,the face of fear,brian coffey (pseudonym),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432840275l/64960.jpg,3.85
0553562967,21,8.52,bellwether,connie willis,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431535122l/24985.jpg,3.92
0609809547,21,8.48,tales of a female nomad: living at large in the world,rita golden gelman,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320531284l/85622.jpg,3.85
0679724362,21,7.38,the road from coorain,jill ker conway,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348178288l/107430.jpg,4.05
0767903862,20,7.8,in a sunburned country,bill bryson,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388176242l/24.jpg,4.07
0553575104,20,7.3,in pursuit of the proper sinner,elizabeth george (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388907340l/31373.jpg,4.1
0804109729,20,7.4,russka: the novel of russia,edward rutherfurd (goodreads author),Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320433017l/92161.jpg,4.02
0440223571,20,7.15,"this year it will be different, and other stories",maeve binchy,Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388557445l/34305.jpg,3.57
044023669X,20,7.25,the kiss,danielle steel,Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403182161l/891081.jpg,3.8
0440222842,20,7.35,five days in paris,danielle steel,Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320546972l/975429.jpg,3.58
0671868713,20,8.05,and never let her go: thomas capano: the deadly seducer,ann rule,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348909160l/102916.jpg,4.12
0380753006,20,8.25,savage thunder,johanna lindsey,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1295714698l/774061.jpg,3.97
0316153915,20,7.55,chasing the dime,michael connelly (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437948117l/1842565.jpg,3.97
0743457943,20,7.45,trading places,fern michaels (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348767248l/431386.jpg,4.02
0679760806,20,8.25,the master and margarita,mikhail bulgakov,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327867963l/117833.jpg,4.29
0060256656,20,9.75,the giving tree,shel silverstein,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1174210942l/370493.jpg,4.37
0671553046,19,7.74,life support,tess gerritsen (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548798106l/32262.jpg,4.0
0515136263,19,7.79,chesapeake blue,nora roberts (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1304979355l/114187.jpg,4.18
0767915062,19,7.63,bill bryson's african diary,bill bryson,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388276959l/22.jpg,3.45
0061031429,19,7.0,the vendetta defense,lisa scottoline (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410137889l/84829.jpg,4.02
067187098X,19,8.0,for the roses,julie garwood (goodreads author),Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436108934l/133240.jpg,4.05
0312977026,19,7.95,k-pax,gene brewer,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389316558l/1006596.jpg,4.09
0375758453,19,7.53,without reservations: the travels of an independent woman,alice steinbach,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333577847l/524878.jpg,3.81
0380791978,19,8.21,the family tree,sheri s. tepper,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925313l/64701.jpg,4.01
0684818868,19,8.42,lies my teacher told me: everything your american history textbook got wrong,james w. loewen,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1255592395l/296662.jpg,3.96
0684856093,19,8.0,the 7 habits of highly effective teens,sean covey,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442369818l/783127.jpg,4.07
0140089225,19,7.74,the bone people,keri hulme,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348988500l/460635.jpg,4.05
1573228737,19,7.84,affinity,sarah waters,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328087803l/72929.jpg,3.74
0553351397,19,8.74,peace is every step: the path of mindfulness in everyday life,thich nhat hanh,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320544155l/14572.jpg,4.31
0505525526,18,7.67,single white vampire,lynsay sands (goodreads author),Horror,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354343077l/263149.jpg,4.17
1570613818,18,7.44,"book lust: recommended reading for every mood, moment, and reason",nancy pearl (goodreads author),Classics,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333580364l/116326.jpg,3.77
0425192032,18,8.39,lightning,dean koontz (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410030512l/32424.jpg,4.06
0452283868,18,7.28,sula,toni morrison,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441578153l/11346.jpg,3.94
0515116750,18,8.22,born in ice,nora roberts (goodreads author),Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388252955l/114129.jpg,4.15
0449208133,18,8.39,lucifer's hammer,larry niven,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388268115l/218467.jpg,3.99
0141001828,18,8.06,in the heart of the sea: the tragedy of the whaleship essex,nathaniel philbrick (goodreads author),Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335902168l/17780.jpg,4.15
0553585118,18,7.17,once a thief,kay hooper,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320499731l/625185.jpg,4.02
0374527229,18,7.78,ex libris: confessions of a common reader,anne fadiman,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435782351l/46890.jpg,4.13
0553573926,18,8.44,vertical run,joseph r. garber,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434182057l/383350.jpg,3.93
0345452577,18,7.39,the conspiracy club,jonathan kellerman,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400891868l/1897049.jpg,3.73
0425176304,18,8.17,judgment in death,j.d. robb (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390135645l/89160.jpg,4.35
1583224890,18,8.22,9-11,noam chomsky,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387959573l/38338.jpg,3.73
